(4, 7, False),178617,390471,0.313865
(2, 8, False),175570,392517,0.309055
(6, 7, False),208838,359511,0.367447
(1, 10, True),62035,127122,0.327955
(8, 9, False),221375,347230,0.389330
(4, 4, False),84036,199819,0.296053
(0, 2, True),50017,139375,0.264092
(9, 11, True),72396,116287,0.383691
(0, 5, True),53893,135369,0.284753
(1, 4, False),167842,400912,0.295105
(10, 11, False),239815,328444,0.422017
(3, 8, False),178587,388721,0.314797
(5, 12, False),201175,366992,0.354077
(7, 11, True),65447,124292,0.344932
(1, 7, False),168434,399709,0.296464
(0, 12, True),60351,129193,0.318401
(10, 12, False),240935,327121,0.424140
(6, 11, False),200019,368753,0.351668
(3, 7, False),179392,389082,0.315568
(1, 2, False),167045,402092,0.293506
(4, 12, True),64210,126545,0.336610
(5, 10, False),190340,377220,0.335365
(0, 9, True),59881,129475,0.316235
(9, 10, True),70439,118584,0.372648
(2, 6, True),54509,134877,0.287820
(2, 5, True),55466,133367,0.293730
(1, 8, False),172956,395723,0.304136
(4, 6, True),59042,129896,0.312494
(1, 11, False),195409,374522,0.342864
(8, 11, True),70916,118799,0.373803
(2, 12, True),66797,122498,0.352873
(0, 7, False),166440,400750,0.293447
(2, 11, True),65401,124026,0.345257
(6, 12, True),70354,119009,0.371530
(0, 4, False),154605,412598,0.272574
(9, 9, False),103204,180855,0.363319
(5, 6, False),194803,373055,0.343049
(1, 5, True),51836,136606,0.275077
(0, 1, False),158197,412016,0.277435
(3, 9, True),63039,126783,0.332095
(3, 10, True),63087,126117,0.333434
(6, 10, True),62885,126307,0.332387
(4, 9, False),183384,385076,0.322598
(6, 9, True),65151,123955,0.344521
(1, 3, True),52683,137084,0.277619
(7, 8, False),225395,343206,0.396403
(0, 11, False),207351,362707,0.363737
(3, 4, True),56226,133621,0.296165
(2, 3, False),181811,385447,0.320508
(5, 11, True),67643,122129,0.356444
(0, 8, False),171764,396007,0.302523
(2, 4, False),184438,384679,0.324077
(1, 9, True),56664,133196,0.298451
(2, 9, False),180269,388190,0.317119
(11, 12, False),256701,312047,0.451344
(8, 10, False),213209,355761,0.374728
(4, 5, False),186873,381479,0.328798
(0, 6, True),54799,134814,0.289004
(2, 10, False),187201,380497,0.329755
(11, 11, False),112067,172013,0.394491
(9, 12, True),73203,116239,0.386414
(3, 11, True),62154,128371,0.326225
(5, 7, True),61957,127393,0.327209
(3, 12, False),196759,372305,0.345759
(0, 3, True),51110,138786,0.269147
(3, 11, False),195886,372732,0.344495
(1, 6, False),163026,405121,0.286943
(5, 6, True),60770,129367,0.319612
(4, 8, True),58074,130965,0.307206
(6, 8, False),210856,357098,0.371255
(4, 11, True),65296,124387,0.344237
(3, 6, False),179119,389309,0.315113
(7, 9, True),66892,122122,0.353900
(1, 1, False),74818,209800,0.262872
(0, 10, True),61377,128774,0.322780
(7, 10, True),68342,121167,0.360627
(4, 10, True),64770,124833,0.341609
(3, 5, False),184973,383676,0.325285
(1, 12, False),205973,363281,0.361830
(5, 9, False),191988,377029,0.337403
(8, 12, True),67815,122092,0.357096
(7, 12, True),72295,117406,0.381100
(2, 8, True),60430,129286,0.318529
(2, 7, True),59419,129924,0.313817
(1, 10, False),179700,387803,0.316650
(12, 12, False),115891,167348,0.409163
(4, 7, True),60393,129636,0.317809
(6, 7, True),63512,126345,0.334525
(4, 10, False),187509,380288,0.330240
(8, 9, True),68052,121903,0.358253
(0, 5, False),155757,413099,0.273807
(5, 5, False),87322,197387,0.306706
(0, 2, False),150948,417262,0.265655
(9, 11, False),223169,345456,0.392471
(1, 7, True),57483,131879,0.303561
(10, 12, True),76253,114310,0.400146
(1, 4, True),53182,136977,0.279671
(10, 11, True),73670,115892,0.388633
(3, 7, True),57043,132702,0.300630
(3, 8, True),61913,127443,0.326966
(7, 11, False),210126,359911,0.368618
(0, 12, False),218196,350110,0.383941
(6, 11, True),69164,120202,0.365240
(1, 2, True),51445,137890,0.271714
(0, 9, False),172474,396956,0.302889
(4, 12, False),201679,365033,0.355876
(2, 5, False),175342,392699,0.308678
(5, 10, True),65916,123597,0.347818
(2, 6, False),171330,398436,0.300702
(1, 11, True),64024,125508,0.337800
(1, 8, True),58086,132003,0.305573
(8, 11, False),208361,358577,0.367520
(4, 6, False),180202,388771,0.316715
(2, 11, False),188702,380013,0.331804
(6, 6, False),92086,190606,0.325747
(8, 8, False),100047,184198,0.351975
(0, 4, True),50027,139261,0.264290
(2, 12, False),196633,372003,0.345798
(0, 7, True),55725,133613,0.294315
(6, 12, False),204661,363580,0.360166
(3, 10, False),187707,381041,0.330035
(0, 8, True),54851,134108,0.290280
(1, 5, False),162981,406363,0.286261
(10, 10, False),107331,177015,0.377466
(6, 9, False),203357,364241,0.358276
(0, 1, True),48861,140445,0.258106
(3, 9, False),182710,385556,0.321522
(6, 10, False),201299,369112,0.352902
(4, 9, True),63946,126070,0.336530
(3, 4, False),194525,374096,0.342100
(1, 3, False),166087,403282,0.291704
(5, 8, False),195693,372849,0.344201
(7, 8, True),66303,123634,0.349079
(0, 11, True),61570,127838,0.325065
(3, 3, False),82332,201989,0.289574
(2, 4, True),54611,134835,0.288267
(2, 3, True),53698,135703,0.283515
(5, 11, False),195976,372702,0.344617
(5, 8, True),62556,127020,0.329978
(1, 9, False),179475,389143,0.315634
(8, 10, True),69588,119373,0.368266
(2, 10, True),59100,130733,0.311326
(2, 9, True),60416,129193,0.318635
(9, 12, False),226151,342515,0.397687
(11, 12, True),76972,112487,0.406273
(4, 5, True),58026,131562,0.306064
(0, 6, False),161369,407200,0.283816
(0, 3, False),151389,417630,0.266053
(9, 10, False),229129,340713,0.402092
(5, 7, False),192095,375581,0.338388
(3, 12, True),67713,121644,0.357594
(7, 7, False),96130,187992,0.338341
(6, 8, True),64766,124445,0.342295
(0, 0, False),71225,212811,0.250760
(4, 11, False),194630,373180,0.342773
(7, 10, False),208556,359127,0.367381
(1, 6, True),56671,132819,0.299071
(4, 8, False),184095,385298,0.323318
(3, 5, True),57226,132035,0.302366
(3, 6, True),58028,131682,0.305877
(5, 9, True),60039,129045,0.317526
(7, 9, False),216388,352784,0.380180
(0, 10, False),189006,378001,0.333340
(2, 2, False),78550,205713,0.276329
(7, 12, False),209603,359274,0.368450
(1, 12, True),64033,125208,0.338367
(2, 7, False),172059,396482,0.302633
(5, 12, True),68216,122011,0.358603
(8, 12, False),216374,351714,0.380881
